bookId,new_author,clean_author,birthplace,latlong,author_used
45241.The_Neutronium_Alchemist_1,,Peter F. Hamilton,Rutland,52.65 -0.6333333333333333,1
7312324-cryptic-cravings,Ellen Schreiber,Ellen Schreiber,,,2
389828.Roses_for_Mama,Janette Oke,Janette Oke,"Champion, Alberta",50.23972222222222 -113.14805555555556,1
10897866-the-soulkeepers,G. P. Ching,G.P. Ching,,,2
143728.How_to_Be_a_Pirate,Cressida Cowell,Cressida Cowell,London,51.507222222222225 -0.1275,1
47061.Twice_Told_Tales,Nathaniel Hawthorne,Nathaniel Hawthorne,"Salem, Massachusetts",42.519444444444446 -70.89722222222223,1
13020.King_Henry_IV_Part_1,William Shakespeare,William Shakespeare,Stratford-upon-Avon,52.19277777777778 -1.7063888888888887,1
1049509.Frenemies,Alexa Young,Megan Crane,"Houston, Texas",,1
72676.Saturday_Night_and_Sunday_Morning,Alan Sillitoe,Alan Sillitoe,Nottingham,52.95333333333333 -1.15,1
19580.Shadowland,Peter Straub,Peter Straub,Milwaukee,43.05 -87.95,1
6251471-shattered-peace,Daniel Yergin,Erin Hunter,California,35.491035 -119.347852,2
830784.The_Class,Thorstein Veblen,Erich Segal,"Brooklyn, New York",,1
4364.Maximum_City,,Suketu Mehta,,,2
6321718-dreaming-anastasia,Joy Preble,Joy Preble,,,2
2002.Harry_Potter_Schoolbooks_Box_Set,,J.K. Rowling,,,2
9394010-the-darkest-secret,Alex Marwood,Gena Showalter,Oklahoma,35.0 -98.0,1
12955738-fearless-magic,Rachel Higginson,Rachel Higginson,,,2
1931915.Bruiser,Neal Shusterman,Neal Shusterman,Brooklyn,40.69277777777778 -73.99027777777778,1
782898.Penmarric,Susan Howatch,Susan Howatch,,,2
24804.A_Parchment_of_Leaves,Silas House,Silas House,Kentucky,37.0 -86.0,1
2141.In_the_Blink_of_an_Eye,,Walter Murch,,,2
48760.The_Birth_Order_Book,Kevin Leman,Kevin Leman,,,2
74046.Tempting_Evil,Keri Arthur,Keri Arthur,,,2
228534.The_Weight_of_Water,Anita Shreve,Anita Shreve,Boston,42.360277777777775 -71.05777777777777,1
15046.Weight,,Jeanette Winterson,Manchester,53.47944444444445 -2.245277777777778,1
1022209.Song_in_the_Silence,Elizabeth Kerner,Elizabeth Kerner,,,2
140260.The_Haunting_of_Alaizabel_Cray,Chris Wooding,Chris Wooding,,,2
53645.Tender_at_the_Bone,,Ruth Reichl,,,2
17204860-jet,Nicholas Cumpsty,Jay Crownover,,,2
19286603-eternal,Eoin Colfer,C.C. Hunter,Wexford,52.3342 -6.4575,2
110393.It_s_in_His_Kiss,Julia Quinn,Julia Quinn,,,2
188454.The_Old_Wives_Tale,Arnold Bennett,Arnold Bennett,"Hanley, Staffordshire",,1
40670312-the-one,Longinus,John Marrs,,,2
427920.Chicken_Soup_for_the_Teenage_Soul,Jack Canfield,Jack Canfield,United States,38.88333333333333 -77.01666666666667,1
231560.Uncle_Vanya,Anton Chekov,Anton Chekhov,Russian Empire,,1
27397.A_Civil_Action,Jonathan Harr,Jonathan Harr,,,2
105574.Scandal_in_Spring,Lisa Kleypas,Lisa Kleypas,"Temple, Texas",31.1 -97.35,1
3416.Caesar,William Shakespeare,Colleen McCullough,"Wellington, New South Wales",-32.55 148.93333333333334,1
32703.The_Diary_of_Ellen_Rimbauer,,Joyce Reardon,,,2
10799807-home-for-the-holidays,London Philharmonic,Heather Vogel Frederick,,,2
9554790-the-other-life,Charles Kingsley,Susanne Winnacker,Devon,50.71666666666667 -3.716666666666667,2
572692._,,Thomas Mayne Reid,County Down,,1
146943.The_Toilers_of_the_Sea,Victor Hugo,Victor Hugo,Besançon,47.24 6.02,1
6100797-laid-bare,Gail Porter,Lauren Dane,Scotland,55.95305555555556 -3.188888888888889,2
61898.Beguilement,Lois McMaster Bujold,Lois McMaster Bujold,"Columbus, Ohio",39.96222222222222 -83.00055555555555,1
6777616-the-weed-that-strings-the-hangman-s-bag,Alan Bradley,Alan Bradley,,,2
78972.The_Fourth_Estate,Jeffrey Archer,Jeffrey Archer,,,2
25128811-ice-planet-barbarians,Ruby Dixon,RuDixon,,,2
25293695-the-beast,Edgar Rice Burroughs,J.R. Ward,,,2
762563.Ball_Four,Jim Bouton,Jim Bouton,"Newark, New Jersey",40.72422 -74.172574,1
88612.Growing_Up,Eleanor Hodgman Porter,Russell Baker,"Loudoun County, Virginia",39.09 -77.64,1
80672.Double_Fudge,Judy Blume,Judy Blume,"Elizabeth, New Jersey",40.663 -74.214,1
47922.Because_I_m_Worth_It,Cecily von Ziegesar,Cecily von Ziegesar,,,2
22189.Nothing_Can_Keep_Us_Together,Cecily von Ziegesar,Cecily von Ziegesar,,,2
138683.Dark_Fire,Christine Feehan,C.J. Sansom,California,35.491035 -119.347852,2
159760.Reviving_Ophelia,,Mary Pipher,,,2
104627.Krapp_s_Last_Tape_Embers,Samuel Beckett,Samuel Beckett,Dublin,53.35 -6.260277777777778,1
61115.Possible_Side_Effects,Augusten Burroughs,Augusten Burroughs,"Pittsburgh, Pennsylvania",,1
2420340.Aurelia,Gérard de Nerval,Anne Osterlund,,,2
3216451-the-gate-house,Nelson DeMille,Nelson DeMille,"Jamaica, Queens",40.7 -73.8,1
6090807-fear-the-worst,Linwood Barclay,Linwood Barclay,United States of America,,1
17305783-the-heart-of-texas,Al Cody,R.J. Scott,,,2
133380.Collected_Poems,Dylan Thomas,Edna St. Vincent Millay,"Rockland, Maine",44.10944444444444 -69.11472222222223,1
11277218-i-am-half-sick-of-shadows,Alan Bradley,Alan Bradley,,,2
179174.The_Secret_of_the_Unicorn,Rachel Roberts,Hergé,,,2
13642963-speaking-from-among-the-bones,Alan Bradley,Alan Bradley,,,2
15799936-how-to-tell-if-your-cat-is-plotting-to-kill-you,Matthew Inman,Matthew Inman,,,2
22875451-the-royal-we,Heather Cocks,Heather Cocks,,,2
7101.The_42nd_Parallel,John Dos Passos,John Dos Passos,Chicago,41.88194444444444 -87.62777777777778,1
561402.It_Had_to_Be_You,Cecily von Ziegesar,Cecily von Ziegesar,,,2
228128.Cage_of_Stars,Jacquelyn Mitchard,Jacquelyn Mitchard,"Chicago, Illinois",,1
343738.The_Front_Runner,Patricia Nell Warren,Patricia Nell Warren,"Helena, Montana",46.59111111111111 -112.02027777777778,1
92846.Antrax,Terry Brooks,Terry Brooks,"Sterling, Illinois",41.79666666666667 -89.69333333333333,1
27298.The_Twentieth_Wife,Indu Sundaresan,Indu Sundaresan,,,2
10283764-eternity-embraced,Tim F. LaHaye,Larissa Ione,,,2
157076.The_Most_Dangerous_Game,Richard Connell,Richard Connell,"Poughkeepsie, New York",41.7 -73.93,1
35519101-rogue-protocol,Martha Wells,Martha Wells,U.S.,,1
22191.Nobody_Does_it_Better,Cecily von Ziegesar,Cecily von Ziegesar,,,2
162314.Why_Men_Don_t_Listen_and_Women_Can_t_Read_Maps,,Allan Pease,,,2
23912.The_Complete_Poems,David Herbert Lawrence,William Blake,London,51.507222222222225 -0.1275,1
9553.Shadow_Game,Christine Feehan,Christine Feehan,California,35.491035 -119.347852,1
6687247-too-big-to-fail,,Andrew Ross Sorkin,New York City,40.71277777777778 -74.00611111111111,1
438923.New_York_Dead,Stuart Woods,Stuart Woods,"Manchester, Georgia",32.85611111111111 -84.6175,1
2606779-one-minute-to-midnight,,Michael Dobbs,England,51.5 -0.11666666666666667,1
590324.The_Serpent_Gift,Jeffrey J. Kripal,Lene Kaaberbøl,,,2
936611.Dangerous_Lady,Jane Stanton Hitchcock,Martina Cole,Essex,51.75 0.5833333333333334,1
256280.The_Siege_of_Krishnapur,J.G. Farrell,J.G. Farrell,,,2
146108.King_Ottokar_s_Sceptre,Egmont,Hergé,,,2
26480.Witness,R. Austin Freeman,Karen Hesse,"Baltimore, Maryland",,1
6514074-the-monuments-men,,Robert M. Edsel,"Oak Park, Illinois",41.888333333333335 -87.78944444444444,1
54028.Endgame_Act_Without_Words,Samuel Beckett,Samuel Beckett,Dublin,53.35 -6.260277777777778,1
36253.The_Winthrop_Woman,Anya Seton,Anya Seton,Manhattan,40.78333333333333 -73.96666666666667,1
2330877.House_of_Dark_Shadows,Robert Liparulo,Robert Liparulo,"West Point, New York",41.395 -73.955,1
19596.Color,,Victoria Finlay,,,2
6586456-naamah-s-curse,Jacqueline Carey,Jacqueline Carey,"Highland Park, Illinois",42.1825 -87.80694444444444,1
35465.Yoda,Sean Stewart,Sean Stewart,"Lubbock, Texas",33.577777777777776 -101.89,1
10571.The_Once_and_Future_King,T. H. White,T.H. White,Mumbai,19.07611111111111 72.8775,2
14707.Faust_Part_Two,Johann Wolfgang von Goethe,Johann Wolfgang von Goethe,Holy Roman Empire,,1
59821.Red_Lily,Anatole France,Nora Roberts,"Silver Spring, Maryland",39.002441 -77.020791,1
4333469-wherever-nina-lies,Lynn Weingarten,Lynn Weingarten,,,2
104790.All_s_Well_That_Ends_Well,William Shakespeare,William Shakespeare,Stratford-upon-Avon,52.19277777777778 -1.7063888888888887,1
42929.Gai_Jin,James Clavell,James Clavell,,,2
1928405.Eleven,Paulo Coelho,Patricia Reilly Giff,Brazil,-15.783333333333333 -47.86666666666667,2
1199174.The_Last_Concubine,Lesley Downer,Lesley Downer,,,2
6569211-darkness-unleashed,McKenzie Hunter,Alexandra Ivy,,,2
7380006-hotel-kerobokan,Kathryn Bonella,Kathryn Bonella,,,2
62812.Runaway_Horses,Joyce Kotzè,Yukio Mishima,Empire of Japan,35.6825 139.75277777777777,1
263919.The_Cage,Maya Angelou,Ruth Minsky Sender,St. Louis,38.62722222222222 -90.19777777777777,2
3127326,,Ghazi A. Algosaibi,,,2
6460814-ransom,Edith Pargeter,David Malouf,Brisbane,-27.467777777777776 153.02805555555557,1
960495.Nightjohn,Gary Paulsen,Gary Paulsen,Minneapolis,44.981944444444444 -93.26916666666666,1
6131767-henry-s-sisters,Cathy Lamb,Cathy Lamb,,,2
1442235._,,Arkady Strugatsky,,,2
17334077-vampires-scones-and-edmund-herondale,,Cassandra Clare,Tehran,35.689166666666665 51.388888888888886,1
17190226-surrender-your-love,J. C. Reed,J.C. Reed,,,2
166562.Between_a_Rock_and_a_Hard_Place,Aron Ralston,Aron Ralston,"Marion, Ohio",40.586666666666666 -83.12638888888888,1
7013431-the-journey-home,Radhanath Swami,Radhanath Swami,United States,38.88333333333333 -77.01666666666667,1
636223.Ice,F. Scott Fitzgerald,Anna Kavan,Cannes,43.5513 7.0128,1
17586834-the-titan-s-curse,,Robert Venditti,,,2
18815695-the-pecan-man,Frank H. Lewis (Firm),Cassie Dandridge Selleck,,,2
15739817-fall-of-night,Arthur C. Clarke,Rachel Caine,United States,38.88333333333333 -77.01666666666667,1
18589656-the-last-hour-of-gann,R. Lee Smith,R. Lee Smith,,,2
741481.Alice_19th_Vol_1,Yuu Watase,Yuu Watase,,,2
1071726.The_Peregrine,Tobias Smollett,J.A. Baker,"Renton, Scotland",,2
20335752,,أشرف العشماوي,,,2
25697968-tyed,Kelly Starling Lyons,L.J. Shen,"Pittsburgh, Pennsylvania",,2
232467.Institutes_of_the_Christian_Religion_2_Vols,Jean Calvin,John Calvin,,,2
1032.Trump,Donald Trump,Donald J. Trump,Queens,40.75 -73.86666666666666,2
32560066-het-achtste-leven,,Nino Haratischwili,Georgia (country),41.71666666666667 44.78333333333333,1
43386062-the-last-train-to-london,Meg Waite Clayton,Meg Waite Clayton,,,2
2218102.Maps_of_Meaning,,Jordan B. Peterson,,,2
49240716-blossom-in-winter,Melanie Martins,Melanie Martins,,,2
36952615-on-a-sunbeam,Tillie Walden,Tillie Walden,,,2
116567.Wizards_at_War,Diane Duane,Diane Duane,New York (state),43.0 -76.0,1
44516.Switch_Bitch,Roald Dahl,Roald Dahl,Cardiff,51.48166666666667 -3.1791666666666667,1
331260.The_Darkest_Child,Delores Phillips,Delores Phillips,,,2
3726872-the-book-of-love,Kathleen McGowan,Kathleen McGowan,,,2
620790.A_Long_Fatal_Love_Chase,Louisa Alcott,Louisa May Alcott,"Germantown, Philadelphia",40.043 -75.181,1
45432.The_Supernaturalist,Eoin Colfer,Eoin Colfer,Wexford,52.3342 -6.4575,1
128518.The_Second_Jungle_Book,Rudyard Kipling,Rudyard Kipling,Bombay Presidency,,1
199531.Daisy_Fay_and_the_Miracle_Man,Fannie Flagg,Fannie Flagg,"Birmingham, Alabama",33.5175 -86.80944444444444,1
10169662-never-knowing,Gilbert Parker,Chevy Stevens,,,2
393601.Hitchcock,Robert Arthur,François Truffaut,,,2
6972157-beast-behaving-badly,Shelly Laurenston,Shelly Laurenston,,,2
209889.Dreadnought,Robert Massie Freeman,Robert K. Massie,"Versailles, Kentucky",38.054722222222225 -84.73083333333334,1
590323.The_Shamer_s_Signet,Lene Kaaberbol,Lene Kaaberbøl,,,2
26474.Out_of_Africa_Shadows_on_the_Grass,Isak Dinesen,Isak Dinesen,,,2
12878300-fearless,,Eric Blehm,,,2
16067631-la-bibliotecaria-de-auschwitz,Antonio Iturbe,Antonio G. Iturbe,Zaragoza,41.65 -0.8833333333333333,2
16164966-brie-learns-the-art-of-submission,,Red Phoenix,,,2
15821931-jam,Carolyn Wells,Yahtzee Croshaw,"Rugby, Warwickshire",52.37 -1.26,1
13152194-tiny-beautiful-things,BookNation,Cheryl Strayed,"Spangler, Pennsylvania",40.655833333333334 -78.77944444444445,1
94351.Death_in_the_Andes,Edgar Allan Poe,Mario Vargas Llosa,Arequipa Region,,1
2848807-kill-your-friends,John Niven,John Niven,,,2
9786641-racing-in-the-rain,,Garth Stein,,,2
21899705-relatively-famous,Heather Leigh,Heather C. Leigh,,,2
56636.Traveling_Light,Max Lucado,Max Lucado,"San Angelo, Texas",31.442777777777778 -100.45027777777777,1
18684615-ajaya,,Anand Neelakantan,Thrippunithura,9.952767 76.338673,1
11324334-stonemouth,Iain M. Banks,Iain Banks,Dunfermline,56.07192 -3.4393,1
747061.Book_of_Mormon_Doctrine_and_Covenants_Pearl_of_Great_Price,"Joseph Smith, Jr.",The Church of Jesus Christ of Latter-day Saints,,,2
13260545-dead-city,Herbert H. Lieberman,James Ponti,,,2
22725294-deviant,Erich Goode,Jaimie Roberts,,,2
22202.Bravo_Two_Zero,Andy McNab,Andy McNab,,,2
23016659-sparks-rise,Kate Corcino,Alexandra Bracken,"Phoenix, Arizona",33.44833333333333 -112.07388888888889,1
1335601.The_Willows,Algernon Blackwood,Algernon Blackwood,Shooter's Hill,51.4691 0.0669,1
17252615-the-game,Suzanne Collins,Terry Schott,"Hartford, Connecticut",41.7625 -72.67416666666666,2
18456078-the-gravity-between-us,Kristen Zimmer,Kristen Zimmer,,,2
40605223-i-m-thinking-of-ending-things,Iain Reid,Iain Reid,,,2
12970162-the-traitor-queen,Danielle L. Jensen,Trudi Canavan,Melbourne,-37.814166666666665 144.96305555555554,1
550996.Father_Elijah,,Michael D. O'Brien,,,2
96428.Prisoners_of_the_Sun,Stanley Wort,Hergé,,,2
15818357-dreams-and-shadows,Robin B. Wright,C. Robert Cargill,San Antonio,29.425 -98.49388888888889,1
28510777-forty-autumns,,Nina Willner,,,2
38467635-eve-of-man,Giovanna Fletcher,Giovanna Fletcher,Essex,51.75 0.5833333333333334,1
62794.Confessions_of_a_Mask,Yukio Mishima,Yukio Mishima,Empire of Japan,35.6825 139.75277777777777,1
27845690-the-course-of-love,Betty Neels,Alain de Botton,Zürich,47.37444444444444 8.54111111111111,1
6609748-the-mysterious-howling,Maryrose Wood,Maryrose Wood,,,2
43708884-the-boy-the-mole-the-fox-and-the-horse,Charlie Mackesy,Charlie Mackesy,Northumberland,55.166666666666664 -2.0,1
13573419-great-north-road,Peter F. Hamilton,Peter F. Hamilton,Rutland,52.65 -0.6333333333333333,1
43923951-such-a-fun-age,Kiley Reid,Kiley Reid,"Los Angeles, California",,1
189182.The_Story_About_Ping,Marjorie Flack,Marjorie Flack,,,2
196766.A_Salty_Piece_of_Land,Jimmy Buffett,Jimmy Buffett,"Pascagoula, Mississippi",30.363611111111112 -88.54194444444444,1
1967633.The_Boy_Who_Dared,Susan Campbell Bartoletti,Susan Campbell Bartoletti,Pennsylvania,41.0 -78.0,1
15781.Sideways,Louis Sachar,Rex Pickett,"Merced, California",37.3 -120.48333333333333,1
6390031-the-improbable-adventures-of-sherlock-holmes,John Joseph Adams,John Joseph Adams  (Editor,,,2
14285.Lives_of_Girls_and_Women,Alice Munro,Alice Munro,"Wingham, Ontario",43.88777777777778 -81.31166666666667,1
147908.Wild_Cards,George R. R. Martin,George R.R. Martin,"Bayonne, New Jersey",40.66253 -74.110192,2
1192521.The_Secret_Journal_of_Brett_Colton,Kay Lynn Mangum,Kay Lynn Mangum,,,2
50781.Mona_Lisa_Awakening,Sunny,Sunny,,,2
7023148-instructions,Laurie E. Westphal,Neil Gaiman,Portchester,50.842 -1.12,1
165856.Lizzie_Bright_and_the_Buckminster_Boy,Gary D. Schmidt,Gary D. Schmidt,"Hicksville, NY",,1
133240.For_the_Roses,Julie Garwood,Julie Garwood,"Kansas City, Missouri",39.09972222222222 -94.57833333333333,1
3073174-zen-and-the-art-of-vampires,Katie MacAlister,Katie MacAlister,,,2
43713.Structure_and_Interpretation_of_Computer_Programs,,Harold Abelson,,,2
192955.The_Proud_Tower,Barbara Wertheim Tuchman,Barbara W. Tuchman,New York City,40.71277777777778 -74.00611111111111,1
8161632-shadowspell,Shannon Mayer,Jenna Black,,,2
362002.A_Land_Remembered,Patrick D. Smith,Patrick D. Smith,"D'Lo, Mississippi",31.986666666666668 -89.9011111111111,1
10863979-outside,Board of Inland Revenue Staff Great Britain,Shalini Boland,,,2
27297.The_Analects,Confucius,Confucius,Qufu,35.5819 116.9862,1
484143.Soldier_X,Don L. Wulffson,Don L. Wulffson,,,2
1205297.Playing_for_Pizza,John Grisham,John Grisham,"Jonesboro, Arkansas",35.82805555555556 -90.69416666666666,1
14404.The_Monkey_s_Raincoat,Robert Crais,Robert Crais,"Independence, Louisiana",30.635277777777777 -90.5038888888889,1
18999.Smiley_s_People,John le Carré,John le Carré,Poole,50.71666666666667 -1.9833333333333334,1
11714997-the-underworld,Eric Partridge,Jessica Sorensen,,,2
6344897,,Mahmoud Darwish,Mandatory Palestine,,1
866136.The_Dreaming_Void,Peter F. Hamilton,Peter F. Hamilton,Rutland,52.65 -0.6333333333333333,1
15734418-destined-to-play,Indigo Bloome,Indigo Bloome,,,2
8922087-the-day-before,Thomas Wiseman,Lisa Schroeder,,,2
9242236-aatujeevitham,,Benyamin,,,2
7812107-slice-of-cherry,Dia Reeves,Dia Reeves,,,2
2725.Illuminations,,Walter Benjamin,Berlin,52.52 13.405,1
355034.The_Temptation_of_St_Antony,Gustave Flaubert,Gustave Flaubert,Rouen,49.44277777777778 1.0886111111111112,1
12180248-enchanted,Elizabeth von Arnim,Alethea Kontis,"South Burlington, Vermont",44.45194444444444 -73.18166666666667,1
17281601-savor-you,Kristen Proby,Emily Snow,,,2
15768119-k-rleken,Sigge Stark,Jonas Gardell,Täby,59.43333333333333 18.083333333333332,1
17493.Five_Get_into_a_Fix,Enid Blyton,Enid Blyton,East Dulwich,51.462 -0.084,1
11164732-the-gathering-storm,Robert Jordan,Robin Bridges,"Charleston, South Carolina",32.78333333333333 -79.93194444444444,2
593109.The_Saga_of_the_Volsungs,Jesse L. Byock,Anonymous,,,2
203409.Security_Analysis,,Benjamin Graham,,,2
7203997-ral-s-woman,Laurann Dohner,Laurann Dohner,,,2
10182392-fullmetal-alchemist-3-in-1-edition-vol-1,,Hiromu Arakawa,,,2
18138948-stinger,Robert R. McCammon,Mia Sheridan,,,2
984021.The_Damned_Utd,David Peace,David Peace,English cricket team,,1
10552338-reamde,Neal Stephenson,Neal Stephenson,Maryland,39.0 -77.0,1
21915986-with-this-heart,Dakota Trace,R.S. Grey,,,2
8225859-congo,David Van Reybrouck,David Van Reybrouck,Bruges,51.208888888888886 3.2241666666666666,1
11156963-it-s-so-easy,Duff McKagan,Duff McKagan,Seattle,47.609722222222224 -122.33305555555556,1
13606970-viper-s-creed,T. L. Shreffler,T.L. Shreffler,,,2
17913288-underestimated,U. S. Military,Jettie Woodruff,,,2
10086681-experiencing-god,,Henry T. Blackaby,,,2
379160.The_25th_Hour,David Benioff,David Benioff,New York City,40.71277777777778 -74.00611111111111,1
5505135-l-alliance-des-trois,Maxime Chattam,Maxime Chattam,,,2
27263454-sparrow,Rumer Godden,L.J. Shen,Eastbourne,50.77 0.28,2
24849026-all-in,Arthur Murphy,Jennifer Lynn Barnes,,,2
23209927-at-the-water-s-edge,Sara Gruen,Sara Gruen,Vancouver,49.26111111111111 -123.1138888888889,1
30839185-vicious,V.E. Schwab,L.J. Shen,,,2
24611735-black-box-thinking,,Matthew Syed,Berkshire,,1
16099180-sisterland,Curtis Sittenfeld,Curtis Sittenfeld,Cincinnati,39.1 -84.5125,1
28958920-a-week-of-mondays,Jessica Brody,Jessica Brody,,,2
6839020-fever-crumb,Philip Reeve,Philip Reeve,,,2
35783057-the-mafia-and-his-angel,,Lylah James,,,2
34950852-drive,Alexander McCall Smith,Kate Stewart,Bulawayo,-20.17 28.58,2
6732019-rework,Penelope Mathew,Jason Fried,,,2
25434361-sounds-like-me,,Sara Bareilles,"Eureka, California",40.801944444444445 -124.16361111111111,1
39297840-are-we-all-lemmings-and-snowflakes,Holly Bourne,Holly Bourne,,,2
48855342-inappropriate,Lexi Freiman,Vi Keeland,,,2
24767508,,Yanis Varoufakis,Palaio Faliro,37.93333333333333 23.7,1
119729.There_Is_No_Me_Without_You,Melissa Fay Greene,Melissa Fay Greene,,,2
128529.Tesla,,Margaret Cheney,,,2
7104.1919,E. H. Carr,John Dos Passos,Chicago,41.88194444444444 -87.62777777777778,1
108051.Coldheart_Canyon,Clive Barker,Clive Barker,Liverpool,53.4075 -2.9919444444444445,1
298537.Dirty_Havana_Trilogy,Pedro Juan Gutierrez,Pedro Juan Gutiérrez,Matanzas,23.051111111111112 -81.57527777777777,1
593105.Abomination,R. L. Stine,Colleen Coble,,,2
815234.The_Napping_House,Audrey Wood,Audrey Wood,,,2
170529.What_My_Mother_Doesn_t_Know,Sonya Sones,Sonya Sones,"Boston, Massachusetts",,1
605663.Whipping_Girl,,Julia Serano,,,2
3105537-guernica,Gijs van Hensbergen,Dave Boling,,,2
1380834.De_avonden,Gerard Kornelis van het Reve,Gerard Reve,Amsterdam,52.36666666666667 4.9,1
615359.Shark_Girl,Kelly Bingham,Kelly Bingham,,,2
10711.God_Knows,Patañjali.,Joseph Heller,Brooklyn,40.69277777777778 -73.99027777777778,1
198511.Dear_Theo,Irving Stone,Vincent van Gogh,Zundert,51.46666666666667 4.666666666666667,1
11106249-chasing-amanda,Melissa Foster,Melissa Foster,,,2
1739150.Buzz_Aldrin_waar_ben_je_gebleven_,Johan Harstad,Johan Harstad,Stavanger,58.97 5.731388888888889,1
131304.Big_Bang,,Simon Singh,,,2
9412215-o-pal-cio-de-inverno,,John Boyne,Dublin,53.35 -6.260277777777778,1
10710392-chopsticks,Cecilia Au-Yeung,Jessica Anthony,,,2
186445.The_Little_Country,Charles de Lint,Charles de Lint,Bussum,52.28333333333333 5.166666666666667,1
7779571-to-the-end-of-the-land,David Grossman,David Grossman,Israel,31.783333333333335 35.21666666666667,1
15743703-bloodfire-quest,Terry Brooks,Terry Brooks,"Sterling, Illinois",41.79666666666667 -89.69333333333333,1
